A04.3, EHEC 
A04.3, EHEC 
A04.3,Enterohämorrhagische Escherichia (E.) coli
A04.3,HUSEK 041
A04.3,O103
A04.3,O104:H4
A04.3,O14:H4
A04.3,O145
A04.3,O157
A04.3,O157:H7
A04.3,O26
A04.3,O91
A04.3,STEC
A04.3,VTEC
A04.5, Campylobacter enteritis 
A04.5, Campylobacter-Enteritis 
A04.5,Campylobacterenteritis
A04.5,Enteritis durch Campylobacter
A04.79, Diarrhoea 
A05.1, Food botulism 
A05.1, Infant botulism 
A05.1, Wound botulism 
A05.9, Food poisoning by enterotoxin-forming bacteria 
A05.9, Lebensmittelvergiftungen durch Enterotoxin-bildende Bakterien 
A05.9,Bacterial food intoxications
A05.9,Bakterielle Lebensmittelintoxikationen
A05.9,food intoxications, bacterial
A05.9,Lebensmittelintoxikationen, bakterielle
A06.0, Amöbenkolitis 
A06.0, Amoebic colitis 
A06.0,Amöbenruhr
A06.0,Amoeba dysentery
A06.0,invasive intestinal amebiasis
A06.0,invasive intestinale Amöbiasis
A06.3, Amöbom 
A06.3, Amoebom 
A06.3, Amoebom 
A06.4, Amoeba abscess 
A06.9, Amebiasis 
A06.9, Amöbiasis 
A06.9,Acanthamöbiasis
A06.9,Acanthamöbiasis
A06.9,Amebiasis
A06.9,Amebiasis
A06.9,Amöbenruhr
A06.9,Amoeba dysentery
A06.9,Amoebiasis
A06.9,Amoebiasis
A07.1, Giardiasis 
A07.1, Lambliasis 
A07.1, Lambliasis 
A07.1,Giardiasis
A07.1,Giardiasis
A07.2, Cryptosporidiosis 
A07.2, Cryptosporidiosis 
A07.2, Kryptosporidiose 
A07.3, Coccidiosis 
A07.3, Cyclosporiasis 
A07.3, Isosporiasis 
A07.3, Isosporiasis 
A07.3, Kokzidiose 
A07.3, Zyklosporiasis 
A07.3,Cyclosporiasis
A07.3,Cyclosporiasis
A07.3,Isosporidiose
A07.3,Isosporidiosis
A07.8, Microsporidiosis 
A07.8, Mikrosporidiose 
A07.8,Microsporidiasis
A07.8,Microsporidiose
A07.8,Microsporidiosis
A07.8,Microsporidiosis
A07.8,Mikrosporidiasis
A09.0, Diarrhö 
A09.0, Diarrhoea 
A09.0, Diarrhoeal diseases, infectious 
A09.0, Durchfallerkrankungen, infektiöse 
A09.0, Dysenteric diarrhoea 
A09.0, Infectious diarrhoeal diseases 
A09.0, Infektiöse Durchfallerkrankungen 
A09.0, Rotavirus 
A09.0, Rotavirus 
A09.0,Diarrhö durch Rotaviren
A09.0,Diarrhoea
A09.0,Diarrhoea caused by rotaviruses
A09.0,Durchfall
A09.0,Infectious diarrhoea caused by rotaviruses
A09.0,Infektiöse Diarrhoe
A09.0,Infektiöse Durchfallerkrankung durch Rotaviren
A09.0,infektiöse Enteritis
A09.0,infektiöse Kolitis
A09.0,infektiöser Durchfall
A09.0,Rotavirus infection
A09.0,Rotavirusinfektion
A09.9, Diarrhoea 
A09.9, Diarrhoea 
A09.9, Durchfall 
A16.2, Early cavern 
A16.2, Pneumonia, cheesy 
A16.2, Pneumonie, käsige  
A16.2, Primary cavern 
A16.2,Cheesy lobular pneumonia, cheesy pneumonia, tuberculous pneumonia
A16.2,Cheesy pneumonia
A16.2,Käsige Lobulärpneumonie, Verkäsende Pneumonie, Tuberkulöse Pneumonie
A16.2,Käsige Pneumonie
A16.7, Ghon stove 
A16.7, Primary complex 
A16.7, Primary tuberculosis 
A16.7, Tubercle 
A16.9, Consumption 
A16.9, Koch, morbus 
A16.9, Koch's disease 
A16.9, Latent tuberculous infection 
A16.9, Ltbi 
A16.9, Post-primary tuberculosis 
A16.9, Tbc 
A16.9, Tuberculoma 
A18.1, Circumcision tuberculosis 
A18.1, Zirkumzisionstuberkulose 
A18.4, Abszess, kalter 
A18.4, Acnitis 
A18.4, Etagen-Tuberkulose 
A18.4, Flechte, fressende 
A18.4, Lichenoides Hauttuberkulid 
A18.4, Lupus verrucosus 
A18.4, Noduläre Vaskulitis 
A18.4, Sondenphänomen 
A18.4, Tuberculosis cutis (Übersicht) 
A18.4, Tuberculosis cutis colliquativa 
A18.4, Tuberculosis cutis luposa 
A18.4, Tuberculosis fungosa serpiginosa 
A18.4, Tuberculosis subcutanea et fistulosa 
A18.4, Tuberculosis ulcerosa mucosae et cutis 
A18.4, Tuberkulid, akneiformes 
A18.4, Tuberkulid, papulonekrotisches 
A18.4, Tuberkulide 
A18.4, Tuberkulose kutane (Übersicht) 
A18.4,Abseuchungstuberkulose
A18.4,Barthélemysche Krankheit
A18.4,Bazin`s disease
A18.4,Bazin-Syndrom
A18.4,Erythema induratum
A18.4,Fressende Flechte
A18.4,Gumma tuberkulöse
A18.4,Hauttuberkulose
A18.4,Hypodermitis nodularis subacuta saltans (O'Leary)
A18.4,Koch M.
A18.4,Lichen scrophulosorum
A18.4,Lichenoides Tuberkulid
A18.4,Lipodermatosclerosis
A18.4,Lupus vulgaris
A18.4,Lupus vulgaris verrucosus
A18.4,Mandrinphänomen
A18.4,Morbus Koch
A18.4,Nodöse Vaskulitis
A18.4,nodöses Tuberkulid
A18.4,Nodular vasculits
A18.4,Noduläre Vaskulitis
A18.4,Nodularvaskulitis
A18.4,Papulonecrotic tuberculid
A18.4,Papulonekrotisches Tuberkulid
A18.4,Phlebitis nodularis
A18.4,Primärkomplex tuberkulöser der Haut
A18.4,Schleimhautgeschwüre tuberkulöse
A18.4,Schleimhauttuberkulose ulzeröse
A18.4,Scrophuloderma
A18.4,Skrophuloderm
A18.4,Subkutane Hauttuberkulose,
A18.4,Tuberculid
A18.4,Tuberculosis colliquativa cutanea et subcutanea
A18.4,Tuberculosis cutis indurativa
A18.4,Tuberculosis cutis lichenoides
A18.4,Tuberculosis cutis luposa et mucosae
A18.4,Tuberculosis cutis orificialis
A18.4,Tuberculosis cutis papulonecrotica
A18.4,Tuberculosis indurativa cutanea et subcutanea
A18.4,Tuberculosis luposa cutis et mucosae
A18.4,Tuberculosis miliaris ulcerosa mucosae et cutis
A18.4,Tuberculosis orificialis
A18.4,Tuberculosis primaria cutis
A18.4,Tuberculosis ulcerosa cachecticorum
A18.4,Tuberkulid
A18.4,Tuberkulid lichenoides
A18.4,Tuberkulide ulzeröse
A18.4,Tuberkulose Abseuchungstuberkulose
A18.4,Tuberkulöse Gumma
A18.4,Tuberkulöse Schleimhautgeschwüre
A18.4,Ulzeröse Schleimhauttuberkulose
A18.4,Vasculitis nodularis
A18.4,Vaskulitis noduläre
A18.4,Zehrflechte
A19.-, Tuberculosis cutis miliaris disseminata 
A19.-, Tuberculosis cutis miliaris disseminata 
A19.-,Disseminated miliary tuberculosis of the skin
A19.-,Disseminated skin tuberculosis
A19.-,Disseminierte Hauttuberkulose
A19.-,Disseminierte Miliartuberkulose der Haut
A19.-,Miliartuberkulose der Haut
A19.-,Miliartuberkulose disseminierte der Haut
A19.-,Miliary tuberculosis disseminated to the skin
A19.-,Miliary tuberculosis of the skin
A19.-,Tuberculosis Miliary tuberculosis disseminated to the skin
A19.-,Tuberkulose Miliartuberkulose disseminierte der Haut
A19.9, Sepsis landouzy 
A20.9, Pest 
A20.9, Plague 
A20.9,Beulenpest
A20.9,Black death
A20.9,Black death
A20.9,Black Death
A20.9,bubonic plague
A20.9,Pestilentia
A20.9,Pestilentia
A20.9,Pestis
A20.9,Pestis
A20.9,Schwarzer Tod
A21.8, Lymphadenitis inguinalis tularaemica 
A21.8, Lymphadenitis inguinalis tularaemica 
A22.0, Anthrax of the skin 
A22.0, Milzbrand der Haut 
A22.0,Anthrax
A22.0,Anthrax der Haut
A22.0,Furunculus maligna
A22.0,Furunculus maligna
A22.0,Hautmilzbrand
A22.0,Milzbrand
A22.0,Pustula maligna
A22.0,Pustula maligna
A22.0,Skin anthrax
A22.2, Glossitis parenchymatosa anthracica 
A22.2, Glossitis parenchymatosa anthracica 
A22.2, Intestinal anthrax 
A23.0, Malta fever 
A23.1, Bang, M. 
A23.1, Bang, m. 
A23.1, Bang, morbus 
A23.1, Bang's disease 
A23.1,Febris undulans bovina
A23.1,Febris undulans bovina
A23.8, Febris undulans 
A23.8, Febris undulant 
A23.8,Bang's disease
A23.8,Febris undulans bovina
A23.8,Febris undulans bovina
A23.8,M. Bang
A23.8,M. Bang
A23.8,Morbus Bang
A23.8,undulant fever
A23.8,undulant fever
A23.9, Brucellosen (Übersicht) 
A23.9, Brucellosis (overview) 
A23.9, Neurobrucellose 
A23.9, Neurobrucellosis 
A23.9,Bang disease
A23.9,Bang-Krankheit
A23.9,Bang's disease
A23.9,Brucellose durch Brucella canis
A23.9,Brucellosis
A23.9,Brucellosis
A23.9,Brucellosis caused by Brucella canis
A23.9,Bruce's septicaemia
A23.9,Bruce-Septikämie
A23.9,Bruzellosen
A23.9,Febris mediterranea
A23.9,Febris mediterranea
A23.9,Malta fever
A23.9,Maltafieber
A23.9,Malta-Fieber
A23.9,Mediterranean fever
A23.9,Mittelmeerfieber
A23.9,Morbus Bang
A23.9,Neurobrucellosis
A23.9,Neurobrucellosis
A23.9,Neurobruzellose
A23.9,Porcine brucellosis
A23.9,Schweinebrucellose
A23.9,Undulating fever
A23.9,Undulierendes Fieber
A24.0, Malleus 
A24.0, Malleus 
A24.0,Acute skin rash
A24.0,Akuter Hautrotz
A24.0,Dermatitis malleosa
A24.0,glanders
A24.0,Glanders
A24.0,glanders
A24.0,Glanders
A24.0,Glanders disease
A24.0,Hautrotz
A24.0,Hautrotz
A24.0,Hautwurm
A24.0,Hurdle
A24.0,malleous dermatitis
A24.0,Mürde
A24.0,Nasenrotz
A24.0,Nose snot
